lat,lng,code,model,captive,nest_id,battery,id,fetched
30.285182,-97.743501,,bd,false,b1465e6b-8662-4cc6-a614-8602a30a35e0,97,8285af20-32a1-4537-93c2-dcdded266ebe,1562175270
30.287121,-97.743742,,bd,false,124fa55c-3c0b-4c91-b7a4-336785c16657,100,0ff46832-943f-48a9-b1d6-f681a7a441ec,1562175270
30.287137,-97.743736,,bd,false,124fa55c-3c0b-4c91-b7a4-336785c16657,100,15f7787e-be39-455a-98f5-b5ac246e0e92,1562175270
30.285104,-97.743476,,bd,false,b1465e6b-8662-4cc6-a614-8602a30a35e0,99,8063efd6-9f31-441e-a553-fa3ab547a96d,1562175270
30.288312,-97.74163,,bd,false,undefined,100,01ad019d-c626-4481-b79d-ccea6bc92d82,1562175270
30.288315,-97.741511,,bd,false,undefined,46,7d32b73d-bc64-45f4-a900-0b5ff773125c,1562175270
30.285082,-97.739798,,bd,false,undefined,90,006c0cec-e6fe-4c39-a117-c22d32487eea,1562175270
30.287237,-97.743728,,bd,false,124fa55c-3c0b-4c91-b7a4-336785c16657,98,6f698355-a900-4e7a-a2f7-2d4bf4c96143,1562175270
30.285067,-97.743498,,bd,false,b1465e6b-8662-4cc6-a614-8602a30a35e0,100,8ac51d7c-7ffe-45b5-b328-ea8b41611757,1562175270
30.285022,-97.743459,,bd,false,b1465e6b-8662-4cc6-a614-8602a30a35e0,99,50ec389a-f251-4524-8055-b8dc4cb7dc9b,1562175270
30.287625,-97.743456,,bd,false,124fa55c-3c0b-4c91-b7a4-336785c16657,100,b124030d-f073-4256-8677-abca66cdbd1c,1562175270
30.285018,-97.739813,,bd,false,undefined,90,3552d096-f47f-4f8d-9bbb-1927cb933570,1562175270
30.288361,-97.741615,,bd,false,undefined,100,c27b1ba3-73a7-4913-b100-afe190601798,1562175270
30.288343,-97.742291,,bd,false,undefined,83,2d986851-a29f-49e4-8dbc-12f6dccf4378,1562175270
30.28492,-97.74353,,bd,false,b1465e6b-8662-4cc6-a614-8602a30a35e0,100,e22e09d5-cc91-4ac7-a088-1a45280bbbaa,1562175270
30.287495,-97.739539,,bd,false,undefined,82,7eff9096-84de-4456-bb6e-38ecff0e1ef3,1562175270
30.288042,-97.743183,,bd,false,undefined,60,77e66430-1e7b-48e1-8f22-d58084f3beca,1562175270
30.287951,-97.743358,,bd,false,undefined,100,4fd545e0-622a-489f-8191-e35b8759bf32,1562175270
30.284931,-97.743657,,bd,false,undefined,85,250e10d3-1285-4e56-84b0-924f557db02f,1562175270
30.284378,-97.743007,,bd,false,faf57001-3660-4e7f-b797-25a7bce64bdb,100,36819084-3b70-41c8-aaf4-8b7df6fef886,1562175270
30.288266666666665,-97.74299666666666,,esx,false,undefined,66,35129a4c-e6b1-42ba-ae08-a4821dab390c,1562175270
30.286799,-97.74423,,bd,false,f17a4cac-513d-413d-be1c-6997b6470356,100,13e0296f-05a0-47f0-a5b9-ddfa8975f45e,1562175270
30.2848,-97.743635,,bd,false,b1465e6b-8662-4cc6-a614-8602a30a35e0,97,4b1e9bdc-c988-40b9-abb8-563c94f455e5,1562175270
30.284417,-97.743133,,bd,false,undefined,91,dd306949-3ee7-4d66-9994-3f6f60bac324,1562175270
30.287822,-97.743682,,bd,false,991a5c00-e7ba-4d5d-80d3-bdd9b5625307,90,4d7c4de6-ff68-4af9-a9c3-ac420d6fca6a,1562175270
30.288258,-97.743137,,bd,false,undefined,100,ade0989b-1104-4a2d-b68a-1678f5c6b9b3,1562175270
30.284275,-97.742957,,bd,false,faf57001-3660-4e7f-b797-25a7bce64bdb,100,4db1dbac-fad4-415d-976c-7f90ddffe721,1562175270
30.287725,-97.743822,,bd,false,undefined,79,1afc3ae1-e93a-495a-b1b9-ff5ac3fe3df9,1562175270
30.28867,-97.741529,,bd,false,undefined,100,8126f679-990a-46ed-afd7-fb2bcfc0d291,1562175270
30.288672,-97.74162,,bd,false,undefined,89,f00a3c26-5c0d-4e95-b2ca-e4faf5ed7f06,1562175270
30.287424,-97.744054,,bd,false,undefined,100,6d20f257-7e0a-41f7-94ec-70bf477e6833,1562175270
30.287802,-97.743776,,bd,false,undefined,96,b1215563-01d0-46be-947b-8073c4ba6d69,1562175270
30.285017,-97.74394,,bd,false,undefined,97,fc0a2b65-53f6-41cd-b583-37e2453f193b,1562175270
30.287807,-97.743776,,bd,false,991a5c00-e7ba-4d5d-80d3-bdd9b5625307,100,f1f0853e-6166-4c7b-99e4-aa634ae169d0,1562175270
30.286954,-97.738994,,bd,false,undefined,69,c2baa58f-4d1a-4c06-be95-90ecfbc243f4,1562175270
30.287713,-97.743882,,bd,false,738996c9-838c-46ee-a48a-a45c381c3d70,100,47f7c539-0dda-4a2e-a295-1dc0e0b5e2a6,1562175270
30.287932,-97.743691,,bd,false,undefined,73,340dcd07-d53e-4f93-9822-6381b8bec6af,1562175270
30.284231,-97.743037,,bd,false,undefined,92,e4dd0f98-f628-47ef-ab0d-7131fba1e03e,1562175270
30.288304,-97.743223,,bd,false,undefined,100,3e0e96fc-73af-4989-a84b-9e7173aca38d,1562175270
30.283891,-97.741658,,bd,false,undefined,89,8dd1e5e1-5a73-4ca1-80b4-4bcd43f70747,1562175270
30.288362,-97.743146,,bd,false,undefined,97,3da74f30-ce04-4caf-b07f-e46fa67b6b5d,1562175270
30.287907,-97.743785,,bd,false,undefined,100,75cede65-ebd1-45e0-b15e-3704c175780a,1562175270
30.287776,-97.743909,,bd,false,991a5c00-e7ba-4d5d-80d3-bdd9b5625307,100,c9352694-22ae-440c-a184-c31cc74d895e,1562175270
30.286467,-97.744467,,bd,false,0c762078-b7ec-4572-af6b-fcb9d83f2395,96,fd5e8366-c9cb-49f0-b91c-4193b316f231,1562175270
30.287331,-97.744217,,bd,false,735e6a35-2686-43e0-a90a-136318e28567,100,1a940177-70e9-49cd-bd97-b28e6ba152be,1562175270
30.287926,-97.743787,,bd,false,undefined,96,22507bb3-32e4-4b9b-90f9-d4f5de88121e,1562175270
30.287744,-97.743954,,bd,false,991a5c00-e7ba-4d5d-80d3-bdd9b5625307,96,6dbc216d-7436-4f57-a78a-296daae0872b,1562175270
30.284163,-97.743042,,bd,false,faf57001-3660-4e7f-b797-25a7bce64bdb,100,13aa53c4-f4fc-4108-bebb-ac13e92e99b2,1562175270
30.288084,-97.743646,,bd,false,undefined,100,47d0ae35-58ae-4f4e-bc56-1282df713c72,1562175270
30.287859,-97.743896,,bd,false,991a5c00-e7ba-4d5d-80d3-bdd9b5625307,100,434f3ae4-3fb1-43e4-84dc-1297ac7fedcf,1562175270
30.288799,-97.741693,,bd,false,undefined,82,e4db501c-c468-4fb1-96ba-0d851162a07c,1562175270
30.288451,-97.743117,,bd,false,undefined,98,9e7c50b6-09b7-4d5a-87b8-d1e01f5eb31b,1562175270
30.287817,-97.743942,,bd,false,991a5c00-e7ba-4d5d-80d3-bdd9b5625307,100,6137f63c-3ac9-49b8-b5c4-155c9bf16b71,1562175270
30.287911,-97.743857,,bd,false,991a5c00-e7ba-4d5d-80d3-bdd9b5625307,100,52e33c08-057e-4f96-b449-d923ab015642,1562175270
30.286522,-97.744528,,bd,false,undefined,73,6d08c249-4576-46f2-8483-609b513282a4,1562175270
30.28656,-97.744533,,bd,false,0c762078-b7ec-4572-af6b-fcb9d83f2395,100,6f9716ed-3fc7-4ed6-9a17-275bcaa6a292,1562175270
30.287939,-97.743856,,bd,false,738996c9-838c-46ee-a48a-a45c381c3d70,100,b3e085f2-e050-4ba1-bf4a-5ab19cad3a14,1562175270
30.287966,-97.743836,,bd,false,738996c9-838c-46ee-a48a-a45c381c3d70,99,f92d4fc3-4e06-491b-976d-889771d0838a,1562175270
30.286481,-97.744551,,bd,false,undefined,96,53e12edb-1a8b-4b94-8e20-1b7bdd752675,1562175270
30.287924,-97.743886,,bd,false,738996c9-838c-46ee-a48a-a45c381c3d70,99,bf31a9dd-1fcf-4530-aa46-2474a350615b,1562175270
30.284102,-97.743044,,bd,false,faf57001-3660-4e7f-b797-25a7bce64bdb,100,8daa7d18-c442-4457-9cb8-8609373553e5,1562175270
30.287982,-97.743838,,bd,false,undefined,92,b5f0fe54-6490-4d3c-89c1-33ace213d0e1,1562175270
30.286595,-97.744549,,bd,false,0c762078-b7ec-4572-af6b-fcb9d83f2395,100,e6906923-bfb7-499e-8bf4-ed135100cbac,1562175270
30.287887,-97.743932,,bd,false,991a5c00-e7ba-4d5d-80d3-bdd9b5625307,100,d3b4312a-65f6-4f4f-9430-8139abcf106b,1562175270
30.286842,-97.744505,,bd,false,undefined,56,a1d8fe1d-7465-43d3-a5ed-f259dc7f9211,1562175270
30.288793333333334,-97.74222499999999,,esx,false,undefined,100,d12c5b6d-76c8-4432-8a25-844a3510a1d4,1562175270
30.288471,-97.743178,,bd,false,undefined,91,aa05909f-42f5-4b95-a19e-d9da25a98ee8,1562175270
30.288544,-97.743033,,bd,false,undefined,100,d547e3b3-ed72-4ca8-9e18-0910ded16956,1562175270
30.284658,-97.743874,,bd,false,undefined,100,e0af5bef-f94b-4ccf-a016-24a8056cc94c,1562175270
30.28785,-97.743987,,bd,false,991a5c00-e7ba-4d5d-80d3-bdd9b5625307,96,fefe7347-615d-45f5-86df-28f72dc4e0f6,1562175270
30.287977,-97.743878,,bd,false,undefined,100,bf13f01e-e5cb-4282-b12a-f01b10a4916f,1562175270
30.287883,-97.743969,,bd,false,991a5c00-e7ba-4d5d-80d3-bdd9b5625307,37,ab70b9b5-990f-4b4d-8806-aae5ef97f95f,1562175270
30.287854,-97.744006,,bd,false,738996c9-838c-46ee-a48a-a45c381c3d70,93,b9f470fa-0926-44a4-ab93-657a31392875,1562175270
30.287135,-97.744454,,bd,false,undefined,89,f8855315-4ba5-47ef-8702-00742c7c5186,1562175270
30.287374,-97.738927,,bd,false,undefined,57,2037b277-f668-4178-9efe-b2edfc93bec0,1562175270
30.287526,-97.738998,,bd,false,5f9ee51e-30c8-4df6-ba24-d02ecbd9504e,100,429717c8-d323-4984-8353-316ca5dc5f65,1562175270
30.286617,-97.744623,,bd,false,0c762078-b7ec-4572-af6b-fcb9d83f2395,100,24284d2a-f5aa-466c-8362-436d4475c79a,1562175270
30.288898333333336,-97.74211166666667,,esx,false,undefined,100,aab71c5f-d78f-4d58-acf4-f056ab4fd1f3,1562175270
30.283707,-97.741895,,bd,false,undefined,42,836923a4-95a4-4eb3-94de-850ea728d970,1562175270
30.287359,-97.744429,,bd,false,undefined,100,287c7089-395e-438c-b8c7-978e010cf316,1562175270
30.286610000000003,-97.744675,,esx,false,undefined,29,4226ad13-7d64-4f4c-a5d4-56cd055c976b,1562175270
30.283701,-97.742065,,bd,false,undefined,40,8f6ecc6b-2f23-4135-a2dd-270ae311c27e,1562175270
30.286351666666665,-97.74469833333333,,esx,false,undefined,38,f11cb041-c351-4d90-a470-295d7daa6132,1562175270
30.287388,-97.738848,,bd,false,undefined,28,7e491095-5a87-47f6-8ad6-130aa109da46,1562175270
30.286718,-97.744667,,bd,false,undefined,58,e08103b2-d2c9-4f24-b61b-b2053aba7480,1562175270
30.288912,-97.742219,,bd,false,undefined,100,30982e34-6278-46ab-b6cf-3dd6f53058b7,1562175270
30.2885,-97.74337,,bd,false,undefined,98,d9679658-42b7-413c-9f07-f0c0bb75cce8,1562175270
30.288948,-97.742024,,bd,false,undefined,91,122d12de-5d43-4827-8cbe-32c125dac080,1562175270
30.287339,-97.744479,,bd,false,735e6a35-2686-43e0-a90a-136318e28567,100,98ef7989-e75a-4976-acad-8eafec7e58bb,1562175270
30.288942,-97.742128,,bd,false,undefined,100,6d5ecb10-716f-40c4-8473-524c7c6b4c3d,1562175270
30.286611,-97.744709,,bd,false,0c762078-b7ec-4572-af6b-fcb9d83f2395,100,1ba6b496-103d-455b-85c8-f0f6c7c5f48e,1562175270
30.286636,-97.744706,,bd,false,undefined,90,991b021f-0878-4ae4-b553-5b101a3e7bf1,1562175270
30.288963,-97.742014,,bd,false,undefined,100,7ff811e9-7a39-43ab-993e-3fb8657f406e,1562175270
30.288939,-97.742202,,bd,false,undefined,97,0de2d50c-45e2-4594-ac2a-8796a7890e76,1562175270
30.286657,-97.744708,,bd,false,undefined,26,f843eb77-8a3a-4a8d-8181-52fb0a5b5d58,1562175270
30.283954,-97.743098,,bd,false,undefined,90,a6b61faf-ef6e-4d98-8fe7-263dc4769141,1562175270
30.286623,-97.744719,,bd,false,undefined,85,454d624f-fb80-4534-9200-09f12527bae7,1562175270
30.288978,-97.741939,,bd,false,284efadf-6025-430f-b6f6-50d58dada8c5,97,6beb7801-0380-45ec-982d-30e1dc3043af,1562175270
30.286595,-97.744731,,bd,false,undefined,70,d9896296-f3f2-452d-95e7-9531f7997ce5,1562175270
30.286495,-97.744742,,bd,false,0c762078-b7ec-4572-af6b-fcb9d83f2395,100,00b990a5-e666-4cda-ad46-83a276286958,1562175270
30.28440666666667,-97.74382833333333,,esx,false,undefined,78,ce30f7c3-209d-4fc1-862f-41892600846c,1562175270
30.288977,-97.742113,,bd,false,undefined,75,26e0f787-35e2-4ed3-8ca3-20530f40cf3f,1562175270
30.288972,-97.742165,,bd,false,bf91260b-e73e-4c2f-8ee4-0270d425b019,100,0ffcb681-edbc-44e7-9448-8e12dab7deac,1562175270
30.286643,-97.744751,,bd,false,0c762078-b7ec-4572-af6b-fcb9d83f2395,100,cd05235c-f9df-4ccf-a00d-6ab2e3b159a7,1562175270
30.28901,-97.741923,,bd,false,undefined,100,6b7c830b-30c3-4028-a2b0-63881e3ce65f,1562175270
30.288979,-97.742257,,bd,false,undefined,97,6898e0d7-c93d-4246-b428-febb58d02cd8,1562175270
30.287151,-97.744637,,bd,false,undefined,100,a486197e-caec-4d6d-9d18-9e9186ee5840,1562175270
30.288998333333332,-97.74215000000001,,esx,false,bf91260b-e73e-4c2f-8ee4-0270d425b019,78,09123c4d-03e7-4414-945c-f4912ae19a74,1562175270
30.283669,-97.740904,,bd,false,undefined,89,85044370-0570-494d-be46-c9b75a6f8453,1562175270
30.287235,-97.744607,,bd,false,undefined,88,0b49b67c-7845-49fa-85fb-575df4e67619,1562175270
30.288991,-97.742209,,bd,false,undefined,100,3e10db04-c33b-4fd0-867e-895f36e55d0a,1562175270
30.288052,-97.744068,,bd,false,991a5c00-e7ba-4d5d-80d3-bdd9b5625307,97,1eebbdcc-34a9-479e-ac11-7e3d8009d547,1562175270
30.286139,-97.744794,,bd,false,cfb30237-ce25-4ce7-a593-0e20805d26b2,100,15fe0d53-c871-439c-98fd-b6971c23c92c,1562175270
30.288999,-97.742227,,bd,false,bf91260b-e73e-4c2f-8ee4-0270d425b019,100,edc7a004-6556-4e32-9609-f84769b08f04,1562175270
30.287482,-97.738779,,bd,false,undefined,93,25b456cc-3055-44cc-85f4-958d9d7ec664,1562175270
30.289024,-97.742159,,bd,false,undefined,100,d03a018e-1f57-4d55-a60e-3ffb22d84a46,1562175270
30.287509,-97.738767,,bd,false,undefined,100,af0308a4-fe8b-4e74-afd8-7828425cb028,1562175270
30.28880333333333,-97.74301166666667,,esx,false,undefined,70,bba6aea5-780d-4b05-8526-fe4b9896244f,1562175270
